用語,読み,ページ,種類,分野,国,立場,開始年,終了年,時代,メモ
禅宗様,禅(ぜん)宗(しゅう)様(よう),108,文化・流派,美術・建築;仏教,,,1200,1300,,
専修念仏,専(せん)修(じゅ)念(ねん)仏(ぶつ),104,その他,仏教,,,1175,1212,,
漸次立憲政体樹立の詔,漸(ぜん)次(じ)立(りっ)憲(けん)政(せい)体(たい)樹(じゅ)立(りつ)の詔(みことのり),247,法令・政策,法制・制度,,,1875,1875,,
先進国首脳会議,先(せん)進(しん)国(こく)首(しゅ)脳(のう)会(かい)議(ぎ),354,条約・協定・会議,対外関係,,,1975,1975,,サミット
山水河原者,山(せん)水(ずい)河(かわ)原(ら)者(もの),128,人物,美術・建築;身分・社会構造,日本,芸術家,1400,1500,,
戦争放棄,戦(せん)争(そう)放(ほう)棄(き),331,その他,法制・制度;戦争・軍事,,,1946,1946,,
羨道,羨(せん)道(どう),25,その他,考古,,,,,古墳,
尖頭器,尖(せん)頭(とう)器(き),8,その他,考古,,,,,旧石器,
全日本産業別労働組合会議（産別会議）,全(ぜん)日(に)本(ほん)産(さん)業(ぎょう)別(べつ)労(ろう)働(どう)組(くみ)合(あい)会(かい)議(ぎ)（産(さん)別(べつ)会(かい)議(ぎ)）,329,組織・団体・政党,労働運動,,,1946,1958,,
全日本民間労働組合連合会,全(ぜん)日(に)本(ほん)民(みん)間(かん)労(ろう)働(どう)組(くみ)合(あい)連(れん)合(ごう)会(かい),359,組織・団体・政党,労働運動,,,1987,1987,,
善の研究,善(ぜん)の研(けん)究(きゅう),298,書物・史料,思想・学問,,,1911,1911,,
千利休,千(せんの)利(り)休(きゅう),129;148,人物,芸能,日本,芸術家,1570,1591,,
専売制,専(せん)売(ばい)制(せい),206,制度・役職,商業・流通・都市;政治・政策,,,,,江戸,
千歯扱,千(せん)歯(ば)扱(こき),179,その他,農林漁業,,,,,江戸,
全藩一揆,全(ぜん)藩(ぱん)一(いっ)揆(き),195,事件・戦争・乱,一揆・打ちこわし,,,,,江戸,
戦犯容疑者,戦(せん)犯(ぱん)容(よう)疑(ぎ)者(しゃ),327,その他,戦争・軍事;法制・制度,,,1945,1948,,
前方後円墳,前(ぜん)方(ぽう)後(こう)円(えん)墳(ふん),24,その他,考古,,,,,古墳,
前方後方墳,前(ぜん)方(ぽう)後(こう)方(ほう)墳(ふん),24,その他,考古,,,,,古墳,
賤民,賤(せん)民(みん),41,その他,身分・社会構造,,,,,奈良,
扇面古写経,扇(せん)面(めん)古(こ)写(しゃ)経(きょう),85,作品,美術・建築;仏教,,,1150,1180,,
川柳,川(せん)柳(りゅう),201,文化・流派,文学,,,1757,1850,,
租,租(そ),41,制度・役職,土地・税制,,,,,奈良;平安,
祖阿,祖(そ)阿(あ),116,人物,対外関係,日本,僧侶・宗教家,1401,1401,,
惣,惣(そう),119,組織・団体・政党,農林漁業;身分・社会構造,,,,,鎌倉;室町,
宋（南宋）,宋(そう)（南(なん)宋(そう)）,83,国・地域・王朝,対外関係,,,1127,1279,,
宋（北宋）,宋(そう)（北(ほく)宋(そう)）,64,国・地域・王朝,対外関係,,,960,1127,,
惣掟,惣(そう)掟(おきて),119,法令・政策,法制・制度,,,,,室町,
宋学,宋(そう)学(がく),107,文化・流派,思想・学問,,,1200,1400,,
宗鑑,宗(そう)鑑(かん),130,人物,文学,日本,文学者,1520,1540,,山崎宗鑑
宗祇,宗(そう)祇(ぎ),130,人物,文学,日本,文学者,1470,1502,,
総合切符制,総(そう)合(ごう)切(きっ)符(ぷ)制(せい),322,制度・役職,戦争・軍事;生活・風俗,,,1942,1945,,
総合雑誌,総(そう)合(ごう)雑(ざっ)誌(し),297,その他,文学;思想・学問,,,1915,1935,,
総裁,総(そう)裁(さい),228,制度・役職,政治・政策,,,1867,1868,,
宗氏,宗(そう)氏(し),117;163,人物,対外関係,日本,武家,1400,1867,,
蔵志,蔵(ぞう)志(し),198,書物・史料,思想・学問,,,1759,1759,,
創氏改名,創(そう)氏(し)改(かい)名(めい),318,法令・政策,植民地,,,1940,1940,,
総持寺,総(そう)持(じ)寺(じ),131,寺社・遺跡・場所,仏教,,,1321,1321,,
装飾古墳,装(そう)飾(しょく)古(こ)墳(ふん),28,その他,考古;美術・建築,,,,,古墳,
宋書倭国伝,宋(そう)書(じょ)倭(わ)国(こく)伝(でん),20;27,書物・史料,対外関係,,,,,古墳,
宋銭,宋(そう)銭(せん),102,その他,貨幣・金融;対外関係,,,,,平安;鎌倉,
造船奨励法,造(ぞう)船(せん)奨(しょう)励(れい)法(ほう),283,法令・政策,産業・工業,,,1896,1896,,
惣村,惣(そう)村(そん),119,組織・団体・政党,農林漁業;身分・社会構造,,,,,鎌倉;室町,
惣町,惣(そう)町(ちょう),136,組織・団体・政党,商業・流通・都市,,,,,室町;戦国,
曹洞宗,曹(そう)洞(とう)宗(しゅう),106,文化・流派,仏教,,,1227,1227,,
惣百姓,惣(そう)百(びゃく)姓(しょう),119,その他,身分・社会構造,,,,,室町;江戸,
惣百姓一揆,惣(そう)百(びゃく)姓(しょう)一(いっ)揆(き),195,事件・戦争・乱,一揆・打ちこわし,,,1680,1800,,
僧兵,僧(そう)兵(へい),79,その他,仏教;戦争・軍事,,,,,平安,
像法,像(ぞう)法(ぼう),67,その他,仏教,,,,,平安,
草木灰,草(そう)木(もく)灰(ばい),101;123,その他,農林漁業,,,,,鎌倉;室町,
雑徭,雑(ぞう)徭(よう),41,制度・役職,土地・税制,,,,,奈良,
惣領制,惣(そう)領(りょう)制(せい),97;112,制度・役職,身分・社会構造,,,1185,1350,,
副島種臣,副(そえ)島(じま)種(たね)臣(おみ),246,人物,政治・政策;対外関係,日本,政治家,1868,1874,,
総力戦,総(そう)力(りょく)戦(せん),322,その他,戦争・軍事,,,1914,1945,,
蘇我入鹿,蘇(そ)我(がの)入(いる)鹿(か),37,人物,政治・政策,日本,公家・貴族,643,645,,
蘇我馬子,蘇(そ)我(がの)馬(うま)子(こ),33,人物,政治・政策,日本,公家・貴族,572,626,,
蘇我蝦夷,蘇(そ)我(がの)蝦(え)夷(みし),37,人物,政治・政策,日本,公家・貴族,626,645,,
蘇我倉山田石川麻呂,蘇(そ)我(がの)倉(くら)山(やま)田(だ)石(いし)川(かわ)麻(ま)呂(ろ),37,人物,政治・政策,日本,公家・貴族,645,649,,
続縄文文化,続(ぞく)縄(じょう)文(もん)文(ぶん)化(か),13,文化・流派,北方・アイヌ;考古,,,,,弥生;古墳,
束帯,束(そく)帯(たい),69,その他,生活・風俗,,,,,平安,
束髪,束(そく)髪(はつ),294,その他,生活・風俗;女性,,,1885,1920,,
塑像,塑(そ)像(ぞう),53,作品,美術・建築;仏教,,,,,奈良,
曾根崎心中,曾(そ)根(ね)崎(ざき)心(しん)中(じゅう),188,作品,芸能;文学,,,1703,1703,,
側用人,側(そば)用(よう)人(にん),177,制度・役職,政治・政策,,,1681,1867,,
ソ連邦解体,ソ連(れん)邦(ぽう)解(かい)体(たい),360,事件・戦争・乱,対外関係,,,1991,1991,,
尊円入道親王,尊(そん)円(えん)入(にゅう)道(どう)親(しん)王(のう),109,人物,美術・建築,日本,天皇・皇族,1330,1356,,
尊号一件,尊(そん)号(ごう)一(いっ)件(けん),205,事件・戦争・乱,政治・政策,,,1789,1793,,
尊勝寺,尊(そん)勝(しょう)寺(じ),78,寺社・遺跡・場所,仏教,,,1102,1102,,
尊王攘夷論,尊(そん)王(のう)攘(じょう)夷(い)論(ろん),224,文化・流派,思想・学問;対外関係,,,1850,1867,,
尊王論,尊(そん)王(のう)論(ろん),199,文化・流派,思想・学問,,,1750,1867,,
孫文,孫(そん)文(ぶん),265,人物,対外関係,中国,政治家,1905,1925,,
村法,村(そん)法(ぽう),119;169,法令・政策,法制・制度,,,,,室町;江戸,
ダイアー,ダイアー,290,人物,教育,イギリス,来日外国人,1873,1882,,
大安寺,大(だい)安(あん)寺(じ),43,寺社・遺跡・場所,仏教,,,716,716,,
第一議会,第(だい)一(いち)議(ぎ)会(かい),255,事件・戦争・乱,政治・政策,,,1890,1891,,
第一国立銀行,第(だい)一(いち)国(こく)立(りつ)銀(ぎん)行(こう),279,組織・団体・政党,貨幣・金融,,,1873,1873,,
第一次世界大戦,第(だい)一(いち)次(じ)世(せ)界(かい)大(たい)戦(せん),269,事件・戦争・乱,戦争・軍事;対外関係,,,1914,1918,,
大院君,大(たい)院(いん)君(くん),257,人物,対外関係,朝鮮,政治家,1863,1895,,
太陰太陽暦,太(たい)陰(いん)太(たい)陽(よう)暦(れき),243,その他,生活・風俗,,,,,明治,
大学,大(だい)学(がく),51,組織・団体・政党,教育,,,701,900,,
大覚寺統,大(だい)覚(かく)寺(じ)統(とう),79;110,人物,政治・政策,日本,天皇・皇族,1272,1392,,
大学章句,大(だい)学(がく)章(しょう)句(く),131,書物・史料,思想・学問,,,1481,1481,,
大学別曹,大(だい)学(がく)別(べっ)曹(そう),59;63,組織・団体・政党,教育,,,800,900,,
大学令,大(だい)学(がく)令(れい),297,法令・政策,教育,,,1918,1918,,
大学或問,大(だい)学(がく)或(わく)問(もん),189,書物・史料,思想・学問;政治・政策,,,1687,1687,,
大化改新,大(たい)化(か)改(かい)新(しん),38,事件・戦争・乱,政治・政策,,,645,650,,
代官,代(だい)官(かん),157,制度・役職,政治・政策,,,,,江戸,
大官大寺,大(だい)官(かん)大(だい)寺(じ),49,寺社・遺跡・場所,仏教,,,673,710,,
大韓帝国,大(だい)韓(かん)帝(てい)国(こく),260,国・地域・王朝,対外関係;植民地,,,1897,1910,,
大韓民国,大(だい)韓(かん)民(みん)国(こく),334,国・地域・王朝,対外関係,,,1948,1948,,
大義名分論,大(たい)義(ぎ)名(めい)分(ぶん)論(ろん),107;188,文化・流派,思想・学問,,,,,鎌倉;江戸,
大逆事件,大(たい)逆(ぎゃく)事(じ)件(けん),266,事件・戦争・乱,社会運動;政変・事件・反乱,,,1910,1911,,
大教宣布の詔,大(たい)教(きょう)宣(せん)布(ぷ)の詔(みことのり),243,法令・政策,神道,,,1870,1870,,
大航海時代,大(だい)航(こう)海(かい)時(じ)代(だい),139,その他,対外関係,,,1450,1650,,
太閤検地,太(たい)閤(こう)検(けん)地(ち),143,法令・政策,土地・税制,,,1582,1598,,
大黒屋光太夫,大(だい)黒(こく)屋(や)光(こう)太(だ)夫(ゆう),206,人物,対外関係;北方・アイヌ,日本,その他,1782,1792,,
醍醐天皇,醍(だい)醐(ご)天(てん)皇(のう),62,人物,政治・政策,日本,天皇・皇族,897,930,,
第五福竜丸事件,第(だい)五(ご)福(ふく)竜(りゅう)丸(まる)事(じ)件(けん),341,事件・戦争・乱,社会運動;戦争・軍事,,,1954,1954,,
大衆消費社会,大(たい)衆(しゅう)消(しょう)費(ひ)社(しゃ)会(かい),348,その他,生活・風俗;商業・流通・都市,,,1955,1975,,
大衆文化,大(たい)衆(しゅう)文(ぶん)化(か),297,文化・流派,生活・風俗;文学,,,1918,1937,,
大衆文学,大(たい)衆(しゅう)文(ぶん)学(がく),298,文化・流派,文学,,,1920,1940,,
大嘗会,大(だい)嘗(じょう)会(え),178,その他,神道,,,1687,1687,,
太政官［古代］,太(だ)政(じょう)官(かん)［古(こ)代(だい)］,39,制度・役職,政治・政策,,,701,1868,,
太政官符,太(だ)政(じょう)官(かん)符(ぷ),64,書物・史料,政治・政策,,,,,奈良;平安,
大正政変,大(たい)正(しょう)政(せい)変(へん),268,事件・戦争・乱,政変・事件・反乱,,,1913,1913,,
太政大臣,太(だ)政(じょう)大(だい)臣(じん),39,制度・役職,政治・政策,,,,,奈良;平安,
大正デモクラシー,大(たい)正(しょう)デモクラシー,270;277;298,その他,社会運動;思想・学問,,,1905,1932,,
大人,大(たい)人(じん),18,その他,身分・社会構造,,,,,弥生,
大審院,大(だい)審(しん)院(いん),247,組織・団体・政党,法制・制度,,,1875,1947,,
大政奉還の上表,大(たい)政(せい)奉(ほう)還(かん)の上(じょう)表(ひょう),227,法令・政策,政治・政策,,,1867,1867,,
大政翼賛会,大(たい)政(せい)翼(よく)賛(さん)会(かい),317,組織・団体・政党,政治・政策;戦争・軍事,,,1940,1945,,
大戦景気,大(たい)戦(せん)景(けい)気(き),295,その他,産業・工業,,,1915,1919,,
大仙陵古墳,大(だい)仙(せん)陵(りょう)古(こ)墳(ふん),25,寺社・遺跡・場所,考古,,,,,古墳,
帯刀,帯(たい)刀(とう),167,制度・役職,身分・社会構造,,,,,江戸,
大東亜会議,大(だい)東(とう)亜(あ)会(かい)議(ぎ),321,条約・協定・会議,対外関係;戦争・軍事,,,1943,1943,,
大東亜共栄圏,大(だい)東(とう)亜(あ)共(きょう)栄(えい)圏(けん),317;320,その他,対外関係;戦争・軍事,,,1940,1945,,
大同団結,大(だい)同(どう)団(だん)結(けつ),251,事件・戦争・乱,社会運動,,,1886,1889,,
大徳寺,大(だい)徳(とく)寺(じ),131,寺社・遺跡・場所,仏教,,,1325,1325,,
大徳寺大仙院庭園,大(だい)徳(とく)寺(じ)大(だい)仙(せん)院(いん)庭(てい)園(えん),128,作品,美術・建築,,,1513,1513,,
第二次世界大戦,第(だい)二(に)次(じ)世(せ)界(かい)大(たい)戦(せん),316,事件・戦争・乱,戦争・軍事;対外関係,,,1939,1945,,
対日理事会,対(たい)日(にち)理(り)事(じ)会(かい),326,組織・団体・政党,対外関係,,,1946,1952,,
大日本沿海輿地全図,大(だい)日(に)本(ほん)沿(えん)海(かい)輿(よ)地(ち)全(ぜん)図(ず),215,書物・史料,思想・学問,,,1821,1821,,
大日本産業報国会,大(だい)日(に)本(ほん)産(さん)業(ぎょう)報(ほう)国(こく)会(かい),315,組織・団体・政党,労働運動;戦争・軍事,,,1940,1945,,
大日本史,大(だい)日(に)本(ほん)史(し),177,書物・史料,思想・学問,,,1657,1906,,
大日本青少年団,大(だい)日(に)本(ほん)青(せい)少(しょう)年(ねん)団(だん),317,組織・団体・政党,戦争・軍事;教育,,,1941,1945,,
大日本帝国憲法,大(だい)日(に)本(ほん)帝(てい)国(こく)憲(けん)法(ぽう),253;331,法令・政策,法制・制度,,,1889,1889,,
大日本婦人会,大(だい)日(に)本(ほん)婦(ふ)人(じん)会(かい),317,組織・団体・政党,女性;戦争・軍事,,,1942,1945,,
大日本翼賛壮年団,大(だい)日(に)本(ほん)翼(よく)賛(さん)壮(そう)年(ねん)団(だん),317,組織・団体・政党,戦争・軍事,,,1942,1945,,
大日本労働総同盟友愛会,大(だい)日(に)本(ほん)労(ろう)働(どう)総(そう)同(どう)盟(めい)友(ゆう)愛(あい)会(かい),288,組織・団体・政党,労働運動,,,1919,1921,,
台場,台(だい)場(ば),222,寺社・遺跡・場所,戦争・軍事;対外関係,,,1853,1854,,
代表越訴型一揆,代(だい)表(ひょう)越(おっ)訴(そ)型(がた)一(いっ)揆(き),195,事件・戦争・乱,一揆・打ちこわし,,,1650,1700,,
大仏造立の詔,大(だい)仏(ぶつ)造(ぞう)立(りゅう)の詔(みことのり),46,法令・政策,仏教,,,743,743,,
大仏様,大(だい)仏(ぶつ)様(よう),108,文化・流派,美術・建築,,,1180,1200,,
太平記,太(たい)平(へい)記(き),126,書物・史料,文学,,,1370,1370,,
太平洋戦争,太(たい)平(へい)洋(よう)戦(せん)争(そう),319,事件・戦争・乱,戦争・軍事,,,1941,1945,,
大砲製造所,大(たい)砲(ほう)製(せい)造(ぞう)所(しょ),213,組織・団体・政党,戦争・軍事;産業・工業,,,1840,1860,,
大宝律令,大(たい)宝(ほう)律(りつ)令(りょう),39,法令・政策,法制・制度,,,701,701,,
大菩薩峠,大(だい)菩(ぼ)薩(さつ)峠(とうげ),298,書物・史料,文学,,,1913,1941,,
大犯三カ条,大(たい)犯(ぼん)三(さん)カ条(じょう),92,制度・役職,法制・制度,,,1185,1333,,
台密,台(たい)密(みつ),60,文化・流派,仏教,,,,,平安,
題目,題(だい)目(もく),105,その他,仏教,,,1253,1282,,
太陽,太(たい)陽(よう),260,書物・史料,思想・学問,,,1895,1928,,
代用食,代(だい)用(よう)食(しょく),322,その他,生活・風俗;戦争・軍事,,,1940,1945,,
太陽暦,太(たい)陽(よう)暦(れき),243,その他,生活・風俗,,,1872,1873,,
平清盛,平(たいらの)清(きよ)盛(もり),81,人物,政治・政策,日本,武家,1156,1181,,
平貞盛,平(たいらの)貞(さだ)盛(もり),73,人物,戦争・軍事,日本,武家,940,989,,
平重盛,平(たいらの)重(しげ)盛(もり),81,人物,政治・政策,日本,武家,1159,1179,,
平忠常の乱,平(たいらの)忠(ただ)常(つね)の乱(らん),74,事件・戦争・乱,政変・事件・反乱,,,1028,1031,,
平忠正,平(たいらの)忠(ただ)正(まさ),81,人物,政変・事件・反乱,日本,武家,1156,1156,,
平忠盛,平(たいらの)忠(ただ)盛(もり),80,人物,政治・政策,日本,武家,1129,1153,,
